TC	SC	Go-On	Kan-On	Eum	PY	MC	MCI	MCF	MCT	OC	Gloss
項	项	ごう	こう	항항	xiàng	hæwngX	h-	-æwng	rising	*ɡˁroŋʔ {*[ɡ]ˁroŋʔ}	neck
江	江	こう	こう	강	jiāng	kæwng	k-	-æwng	even	*kˁroŋ	(Yangzi) river
講	讲	こう	こう	강구강구	jiǎng	kæwngX	k-	-æwng	rising	*kˁroŋʔ	explain; discuss
虹	虹	ぐ	こう	홍항항공	jiàng	kæwngH	k-	-æwng	departing	*kˁroŋ-s	rainbow
降	降	こう	こう	항강	jiàng	kæwngH	k-	-æwng	departing	*kˁruŋ-s (? ‹ *-[u]m-s)	descend
龍	龙	りゅう	りょう	룡방롱총망총	máng	mæwng	m-	-æwng	even	*mˁroŋ	variegated
尨	尨	もう	ぼう	방봉	máng	mæwng	m-	-æwng	even	*mˁroŋ	variegated
哤	哤			방	máng	mæwng	m-	-æwng	even	*mˁroŋ	mixed, disorderly
厖	厖			방방	máng	mæwng	m-	-æwng	even	*mˁroŋ	great, ample
駹	駹			방	máng	mæwng	m-	-æwng	even	*mˁroŋ	variegated animal
邦	邦	ほう	ほう	방	bāng	pæwng	p-	-æwng	even	*pˁroŋ	country
雙	双			쌍쌍쌍	shuāng	sræwng	sr-	-æwng	even	*sˁroŋ {*[s]ˁroŋ}	a pair
憃	憃			용송창창송	chōng	trhæwng	trh-	-æwng	even	*qʰˁ‹r›oŋ {*[q]ʰˁ‹r›oŋ}	stupid
窻	窻			창총	chuāng	tsrhæwng	tsrh-	-æwng	even	*s-l̥ˁ‹r›oŋ	window
䆫	䆫			창총	chuāng	tsrhæwng	tsrh-	-æwng	even	*s-l̥ˁ‹r›oŋ	window
茷	茷			패발	pèi	bajH	b-	-aj	departing	*bˁat-s {*[b]ˁ[a][t]-s}	streamer, flutter
大	大	だ	た	대태대다	dà	dajH	d-	-aj	departing	*lˁat-s {*lˁa[t]-s}	big
汰	汰	たい	たい	태	dài	dajH	d-	-aj	departing	*lˁat-s {*lˁa[t]-s}	wave
害	害	がい	かい	해갈해할	hài	hajH	h-	-aj	departing	*N-kˁat-s	be hurt (v.i.); injury (n.)
害	害	がい	かい	해갈해할	hài	hajH	h-	-aj	departing	*m-kˁat-s	hurt (v.t.)
蓋	盖	かい	かい	개합갑합	gài	kajH	k-	-aj	departing	*kˁap-s {*[k]ˁap-s}	cover (v.); cover (n.)
匃	匃			개	gài	kajH	k-	-aj	departing	*kˁat-s {*[k]ˁat-s}	beg (v.)
瀨	濑			뢰	lài	lajH	l-	-aj	departing	*C.rˁat-s {*C.rˁa[t]-s}	rapids
賴	赖	らい	らい	뢰뢰	lài	lajH	l-	-aj	departing	*rˁat-s {*rˁa[t]-s}	depend on
籟	籁	らい	らい	뢰뢰	lài	lajH	l-	-aj	departing	*rˁat-s {*rˁa[t]-s}	tube
糲	粝			려랄	lì	lajH	l-	-aj	departing	*rˁat-s {*([m]ə-)rˁat-s}	dehusked but not polished grain.
艾	艾	がい	がい	애예예	ài	ngajH	ng-	-aj	departing	*C.ŋˁat-s {*C.ŋˁa[t]-s}	Artemisia; moxa
帶	带	たい	たい	대	dài	tajH	t-	-aj	departing	*C.tˁat-s {*C.tˁa[t]-s}	girdle, strap
泰	泰			태	tài	thajH	th-	-aj	departing	*l̥ˁat-s {*l̥ˁa[t]-s}	great
太	太	たい	たい	태	tài	thajH	th-	-aj	departing	*l̥ˁat-s {*l̥ˁa[t]-s}	great
蔡	蔡	さい	さい	채살채	cài	tshajH	tsh-	-aj	departing	*s.r̥ˁat-s	(name of a state)
堊	垩	あく	あく	악악성	è	ʔak	ʔ-	-ak	entering	*ʔˁak	plaster (v.)
惡	恶	あく	あく	악오오	è	ʔak	ʔ-	-ak	entering	*ʔˁak	bad, ugly
薄	薄	ばく	はく	박벽보	bó	bak	b-	-ak	entering	*bˁak {*(Cə.)[b]ˁak}	thin
度	度	ど	と	도탁택	duó	dak	d-	-ak	entering	*dˁak {*[d]ˁak}	measure (v.)
鐸	铎	だく	たく	탁	duó	dak	d-	-ak	entering	*lˁak	a kind of bell
鑿	凿			착착족조촉	záo	dzak	dz-	-ak	entering	*dzˁawk {*[dz]ˁawk}	chisel
昨	昨	ざく	さく	작	zuó	dzak	dz-	-ak	entering	*dzˁak {*[dz]ˁak}	yesterday
鶴	鹤	がく	かく	학학	hè	hak	h-	-ak	entering	*ɡˁawk {*[ɡ]ˁawk}	crane
胳	胳			각격	gē	kak	k-	-ak	entering	*C.qˁak {*[C.q]ˁak}	armpit
閣	阁	かく	かく	각각	gé	kak	k-	-ak	entering	*C.kˁak	shelf, frame
各	各	かく	かく	각	gè	kak	k-	-ak	entering	*kˁak	each
樂	乐	ぎょう,がく,らく	ごう,がく,らく	악락요악	lè	lak	l-	-ak	entering	*rˁawk {*[rˁ]awk}	joy; enjoy
轢	轹	りゃく	れき	력력	lì	lak	l-	-ak	entering	*rˁawk {*[r]ˁawk}	crush under wheels
落	落	らく	らく	락	luò	lak	l-	-ak	entering	*kə.rˁak	fall (v.)
莫	莫	も	ぼ	막모멱	mò	mak	m-	-ak	entering	*mˁak	there is no X such that X …
莫	莫	も	ぼ	막모멱	mò	mak	m-	-ak	entering	*mˁak	deliberate (v.) (loan)
幕	幕	まく	ばく	막만막만	mù	mak	m-	-ak	entering	*mˁak	covering
愕	愕			악오	è	ngak	ng-	-ak	entering	*N-qʰˁak	scared
遌	遌			악오오	è	ngak	ng-	-ak	entering	*ŋˁak	unexpectedly come across
諤	谔			악악	è	ngak	ng-	-ak	entering	*ŋˁak	speak frankly
咢	咢	がく	がく	악악	è	ngak	ng-	-ak	entering	*ŋˁak {*[ŋ]ˁak}	beat a drum
博	博	はく	はく	박	bó	pak	p-	-ak	entering	*pˁak	broad
胉	胉			박백	bó	phak	ph-	-ak	entering	*pʰˁak	shoulder blade
膊	膊			박박	pò	phak	ph-	-ak	entering	*pʰˁak	dismember
索	索	しゃく	さく	삭색소삭	suǒ	sak	s-	-ak	entering	*sˁak {*[s]ˁak}	twist a rope
索	索	しゃく	さく	삭색소삭	suǒ	sak	s-	-ak	entering	*sˁak {*[s]ˁak}	search (v.)
託	讬	たく	たく	탁	tuō	thak	th-	-ak	entering	*tʰˁak	entrust
橐	橐			탁	tuó	thak	th-	-ak	entering	*tʰˁak	sack; bellows
作	作	さく	さく	작자주저주	zuò	tsak	ts-	-ak	entering	*tsˁak {*[ts]ˁak}	do, work
錯	错	さく	さく	착조착	cuò	tshak	tsh-	-ak	entering	*tsʰˁak {*[tsʰ]ˁak}	slanting
壑	壑			학	hè	xak	x-	-ak	entering	*qʰˁak	moat; canal
啗	啗	だん	たん	담담	dàn	damH	d-	-am	departing	*m-rˁamʔ-s	eat, swallow
憺	憺	だん	たん	담담담	dàn	damX	d-	-am	rising	*lˁamʔ {*[l]ˁamʔ}	calm
澹	澹	だん	たん	담섬담	dàn	damX	d-	-am	rising	*lˁamʔ {*[l]ˁamʔ}	calm
啖	啖	だん	たん	담담담	dàn	damX	d-	-am	rising	*m-rˁamʔ	eat
啗	啗	だん	たん	담담	dàn	damX	d-	-am	rising	*m-rˁamʔ	eat
慙	慙	ざん	さん	참	cán	dzam	dz-	-am	even	*dzˁam {*[dz]ˁam}	ashamed
暫	暂	ざん	さん	잠	zàn	dzamH	dz-	-am	departing	*dzˁam-s {*[dz]ˁam-s}	suddenly
酣	酣	がん	かん	감감함	hān	ham	h-	-am	even	*ɡˁam {*[ɡ]ˁam}	half-drunk
邯	邯			한함함감한	hán	ham	h-	-am	even	*ɡˁam {*[ɡ]ˁam}	han.tan (placename)
檻	槛	げん	かん	함함	jiàn	hamX	h-	-am	rising	*ɡˁamʔ {*[ɡ]ˁamʔ}	railing; cage
甘	甘	かん	かん	감	gān	kam	k-	-am	even	*kˁam {*[k]ˁ[a]m}	sweet
敢	敢			감감	gǎn	kamX	k-	-am	rising	*kˁamʔ {*[k]ˁamʔ}	dare
藍	蓝	らん	らん	람람감	lán	lam	l-	-am	even	*N-k.rˁam	indigo
籃	篮	らん	らん	람	lán	lam	l-	-am	even	*k.rˁam	basket
三	三	さん	さん	삼삼	sān	sam	s-	-am	even	*srum {*sr[u]m} (*sr- › *s-; infl. by 四 *s-?)	three
三	三	さん	さん	삼삼	sān	samH	s-	-am	departing	*s.rəm-s {*[s.r][ə]m-s} (*s.r- › *s-, infl. by 四 *s-)	thrice
擔	担	たん	たん	담담	dān	tam	t-	-am	even	*mə-tˁam	carry on the shoulder
膽	胆	たん	たん	담	dǎn	tamX	t-	-am	rising	*tˁamʔ {*[t]ˁamʔ}	gall
擔	担	たん	たん	담담	dàn	tam	t-	-am	even	*tˁam-s {*tˁam}	burden
擔	担	たん	たん	담담	dàn	tamH	t-	-am	departing	*tˁam-s {*mə-tˁam-s}	burden
安	安	あん	あん	안안	ān	ʔan	ʔ-	-an	even	*ʔˁan {*[ʔ]ˁa[n]}	peace(ful)
安	安	あん	あん	안안	ān	ʔan	ʔ-	-an	even	*ʔˁan {*[ʔ]ˁa[n]}	how
鞌	鞌			안	ān	ʔan	ʔ-	-an	even	*ʔˁan {*[ʔ]ˁa[n]}	[place name]
鞍	鞍	あん	あん	안	ān	ʔan	ʔ-	-an	even	*ʔˁan {*[ʔ]ˁa[n]}	[place name]
按	按	あん	あん	안알	àn	ʔanH	ʔ-	-an	departing	*ʔˁan-s {*ʔˁa[n]-s}	repress
案	案	あん	あん	안	àn	ʔanH	ʔ-	-an	departing	*ʔˁan-s {*ʔˁa[n]-s}	stool; tray
伴	伴	ばん	はん	반	bàn	banX	b-	-an	rising	*C.bˁanʔ {*C.[b]ˁanʔ}	comrade
盤	盘	ばん	はん	반	pán	ban	b-	-an	even	*bˁan	tray, basin
畔	畔	ばん	はん	반반반	pàn	banH	b-	-an	departing	*m-pˁan-s	bank between fields
彈	弹	だん	たん	탄탄탄	dàn	danH	d-	-an	departing	*Cə.dˁar-s {*Cə.[d]ˁar-s}	pellet
但	但	だん	たん	단탄	dàn	danX	d-	-an	rising	*dˁanʔ {*[d]ˁa[n]ʔ}	only
彈	弹	だん	たん	탄탄탄	tán	dan	d-	-an	even	*dˁar {*(Cə.)[d]ˁar}	shoot pellets
殘	残	ざん	さん	잔잔잔	cán	dzan	dz-	-an	even	*dzˁan {*[dz]ˁa[n]}	injure; remnant
戔	戋	ざん	さん	잔전잔전찬	jiān	dzan	dz-	-an	even	*dzˁan {*[dz]ˁa[n]}	kill; cruel
寒	寒	がん	かん	한	hán	han	h-	-an	even	*Cə.ɡˁan {*Cə.[ɡ]ˁa[n]}	cold
邯	邯			한함함감한	hán	han	h-	-an	even	*ɡˁan {*[ɡ]ˁa[n]}	han.tan (placename)
韓	韩	がん	かん	한한한	hán	han	h-	-an	even	*ɡˁar {*[ɡ]ˁar}	(place name)
汗	汗	がん	かん	한한간	hàn	hanH	h-	-an	departing	*Cə.ɡˁar-s {*Cə.[ɡ]ˁa[r]-s}	sweat (n.)
翰	翰	がん	かん	한한	hàn	hanH	h-	-an	departing	*ɡˁar-s {*[ɡ]ˁar-s}	pheasant; feather, wing
翰	翰	がん	かん	한한	hàn	hanH	h-	-an	departing	*ɡˁar-s {*[ɡ]ˁar-s}	high
扞	扞			한하간	hàn	hanH	h-	-an	departing	*m-kˁar-s {*m-kˁa[r]-s}	ward off; protect, guard
翰	翰	がん	かん	한한	hàn	hanH	h-	-an	departing	*m-kˁar-s	prop up, support
旱	旱			한	hàn	hanX	h-	-an	rising	*ɡˁarʔ {*[ɡ]ˁa[r]ʔ}	dry, drought
乾	干	かん	かん	건간건	gān	kan	k-	-an	even	*kˁar {*[k]ˁar}	dry
奸	奸	かん	かん	간간간	gān	kan	k-	-an	even	*kˁar {*kˁa[r]}	treacherous
竿	竿	かん	かん	간간간간	gān	kan	k-	-an	even	*kˁar	pole, rod
干	干	かん	かん	간안간건	gān	kan	k-	-an	even	*kˁar {*kˁa[r]}	shield (n.)
干	干	かん	かん	간안간건	gān	kan	k-	-an	even	*kˁar {*[k]ˁar}	pole
肝	肝	かん	かん	간	gān	kan	k-	-an	even	*s.kˁar {*s.kˁa[r]}	liver
秆	秆			간간	gǎn	kanX	k-	-an	rising	*kˁarʔ {*kˁa[r]ʔ}	straw of grain
簳	簳	かん	かん	간	gǎn	kanX	k-	-an	rising	*kˁarʔ	slender bamboo
笴	笴			가	gǎn	kanX	k-	-an	rising	*kˁarʔ	shaft of an arrow
飦	飦	かん,せん	かん,せん		zhān	kan	k-	-an	even	*C.qˁan {*C.qˁa[n]}	thick gruel of rice
看	看	かん	かん	간	kàn	khanH	kh-	-an	departing	*kʰˁar-s {*kʰˁa[r]-s}	gaze at
蘭	兰	らん	らん	란	lán	lan	l-	-an	even	*k.rˁan	orchid
闌	阑	らん	らん	란란란	lán	lan	l-	-an	even	*kə.rˁan	railing
懶	懒			라란뢰뢰	lǎn	lanX	l-	-an	rising	*N-kə.rˁanʔ	lazy
爛	烂	らん	らん	란란	làn	lanH	l-	-an	departing	*rˁan-s {*[r]ˁan-s}	cooked until soft
爤	爤			란란	làn	lanH	l-	-an	departing	*rˁan-s {*[r]ˁan-s}	cooked until soft
瞞	瞒	まん	ばん	만문	mán	man	m-	-an	even	*mˁor {*mˁ[o][r]}	be deceived
曼	曼	まん	ばん	만만만만	màn	manH	m-	-an	departing	*mˁan-s {*mˁa[n]-s}	distant
幔	幔	まん	ばん	만	màn	manH	m-	-an	departing	*mˁan-s {*mˁa[n]-s}	curtain, tent
漫	漫	まん	ばん	만만만만	màn	manH	m-	-an	departing	*mˁan-s {*mˁa[n]-s}	wide, limitless
難	难	なん	だん	난나나난	nán	nan	n-	-an	even	*nˁar	difficult
難	难	なん	だん	난나나난	nàn	nanH	n-	-an	departing	*nˁar-s	difficulty
豻	豻	かん	かん	간한안	àn	nganH	ng-	-an	departing	*m-ɢˁar-s {*m-[ɢ]ˁa[r]-s}	wild dog
岸	岸	がん	がん	안	àn	nganH	ng-	-an	departing	*ŋˁar-s {*[ŋ]ˁa[r]-s} (‹ uvular?)	bank of a river
半	半	はん	はん	반	bàn	panH	p-	-an	departing	*pˁan-s	half
判	判	はん	はん	판판	pàn	phanH	ph-	-an	departing	*pʰˁan-s	divide
散	散	さん	さん	산산	sǎn	sanX	s-	-an	rising	*sˁanʔ {*[s]ˁa[n]ʔ}	scattered (adj.)
散	散	さん	さん	산산	sàn	sanH	s-	-an	departing	*m-sˁanʔ-s {*m-sˁa[n]ʔ-s}	scatter (v.t.)
單	单	たん	たん	단선선선선	dān	tan	t-	-an	even	*Cə.tˁar	single, simple
丹	丹	たん	たん	단란	dān	tan	t-	-an	even	*tˁan	cinnabar
鄲	郸	たん	たん	단다	dān	tan	t-	-an	even	*tˁar {*tˁa[r]}	place name (han.tan)
亶	亶	たん	たん	단선선단전선	dǎn	tanX	t-	-an	rising	*tˁanʔ {*tˁa[n]ʔ}	sincere, truly
旦	旦	たん	たん	단	dàn	tanH	t-	-an	departing	*tˁan-s {*tˁa[n]-s}	dawn
灘	滩	たん	たん	탄탄	tān	than	th-	-an	even	*n̥ˁar (E dial.: *n̥ˁ- › th-)	foreshore
歎	歎			탄	tān	than	th-	-an	even	*n̥ˁar	to sigh
嘽	啴			탄천천단	tān	than	th-	-an	even	*tʰˁar	numerous
嘽	啴			탄천천단	tān	than	th-	-an	even	*tʰˁar	exhausted
嘽	啴			탄천천단	tān	than	th-	-an	even	*tʰˁar	many
坦	坦	たん	たん	탄탄탄	tǎn	thanX	th-	-an	rising	*tʰˁanʔ {*[tʰ]ˁa[n]ʔ}	level, at ease
嘆	叹	たん	たん	탄우	tàn	thanH	th-	-an	departing	*n̥ˁar-s	sigh
炭	炭	たん	たん	탄	tàn	thanH	th-	-an	departing	*tʰˁan-s {*[tʰ]ˁa[n]-s}	charcoal, coal
贊	赞	さん	さん	찬	zàn	tsanH	ts-	-an	departing	*tsˁarʔ-s	assist
粲	粲	さん	さん	찬	càn	tshanH	tsh-	-an	departing	*tsʰˁar-s {*[tsʰ]ˁar-s}	bright and white
罕	罕			한한한	hǎn	xanX	x-	-an	rising	*qʰˁarʔ {*qʰˁa[r]ʔ}	rare
罕	罕			한한한	hǎn	xanX	x-	-an	rising	*qʰˁarʔ {*qʰˁa[r]ʔ}	net
漢	汉	かん	かん	한한탄탄	hàn	xanH	x-	-an	departing	*n̥ˁar-s (W dialect: *n̥- › x-, *-r › *-n)	(river name)
暵	暵			한한	hàn	xanH	x-	-an	departing	*qʰˁar-s {*[qʰ]ˁarʔ-s}	dry
厂	厂			한엄한창	hàn	xanH	x-	-an	departing	*ŋ̊ˁar-s {*ŋ̊ˁar(ʔ)-s}	cliff
暵	暵			한한	hàn	xanX	x-	-an	rising	*qʰˁarʔ {*[qʰ]ˁarʔ}	scorch, burn
厂	厂			한엄한창	hàn	xanX	x-	-an	rising	*ŋ̊ˁarʔ	cliff
傍	傍	ぼう	ほう	방방	bàng	bangH	b-	-ang	departing	*bˁaŋ-s {*[b]ˁaŋ-s}	beside; assist
彷	彷	ぼう	ほう	방방방	páng	bang	b-	-ang	even	*bˁaŋ {*[b]ˁaŋ}	bang-hwang hestitate
旁	旁	ほう	ほう	방팽방팽	páng	bang	b-	-ang	even	*bˁaŋ {*[b]ˁaŋ}	side
徬	徬	ほう	ほう	방방방	páng	bang	b-	-ang	even	*bˁaŋ {*[b]ˁaŋ}	walk alongside
蒡	蒡	びょう	ほう	방방	páng	bang	b-	-ang	even	*bˁaŋ {*[b]ˁaŋ}	(a kind of plant)
傍	傍	ぼう	ほう	방방	páng	bang	b-	-ang	even	*bˁaŋ {*[b]ˁaŋ}	beside; assist
碭	砀			탕탕	dàng	dangH	d-	-ang	departing	*lˁaŋ-s	veined stone
蕩	荡	どう	とう	탕탕탕	dàng	dangH	d-	-ang	departing	*lˁaŋ-s	throw out, purify from
愓	愓			탕상척	dàng	dangX	d-	-ang	rising	*lˁaŋʔ	extravagant
餳	饧			당성	táng	dang	d-	-ang	even	*C.lˁaŋ	sweets
唐	唐	どう	とう	당당	táng	dang	d-	-ang	even	*N-rˁaŋ {*[N-]rˁaŋ}	exaggerate; great
堂	堂	どう	とう	당	táng	dang	d-	-ang	even	*dˁaŋ {*(Cə.)[d]ˁaŋ}	hall
棠	棠			당당	táng	dang	d-	-ang	even	*dˁaŋ {*[d]ˁaŋ}	a kind of pear tree (Pyrus)
塘	塘	どう	とう	당	táng	dang	d-	-ang	even	*m.rˁaŋ ~ mə.rˁaŋ	dam, dike
藏	藏	ぞう	そう	장장	cáng	dzang	dz-	-ang	even	*m-tsʰˁaŋ	store (v.)
藏	藏	ぞう	そう	장장	zàng	dzangH	dz-	-ang	departing	*dzˁaŋ-s {*[dz]ˁaŋ-s}	store, repository (n.)
杭	杭	ごう	こう	항항강	háng	hang	h-	-ang	even	*N-ɡˁaŋ {*[N]-[g]ˁaŋ}	to go by boat
航	航	ごう	こう	항항	háng	hang	h-	-ang	even	*N-ɡˁaŋ {*[N]-[g]ˁaŋ}	boat; two boats tied together
行	行	ぎょう	こう	행행항행항	háng	hang	h-	-ang	even	*ɡˁaŋ {*[ɡ]ˁaŋ}	rank, row
亢	亢			항강항강항	gāng	kang	k-	-ang	even	*k.ŋˁaŋ	lift high
剛	刚	こう	こう	강	gāng	kang	k-	-ang	even	*kˁaŋ	strong; hard
綱	纲	こう	こう	강	gāng	kang	k-	-ang	even	*kˁaŋ	guiding rope of net
鋼	钢	こう	こう	강강	gāng	kang	k-	-ang	even	*s.kˁaŋ	cast iron; steel
康	康	こう	こう	강항강	kāng	khang	kh-	-ang	even	*k-l̥ˁaŋ	tranquil; at ease
康	康	こう	こう	강항강	kāng	khang	kh-	-ang	even	*kʰˁaŋ {*[kʰ]ˁaŋ}	empty
抗	抗	こう	こう	항항강	kàng	khangH	kh-	-ang	departing	*kʰˁaŋ-s	set up; oppose; protect
郎	郎	ろう	ろう	랑	láng	lang	l-	-ang	even	*C.rˁaŋ	young gentleman
浪	浪	ろう	ろう	랑랑	láng	lang	l-	-ang	even	*rˁaŋ {*[r]ˁaŋ}	(name of a river)
狼	狼	ろう	ろう	랑랑	láng	lang	l-	-ang	even	*rˁaŋ {*[r]ˁaŋ}	wolf
琅	琅	ろう	ろう	랑랑랑	láng	lang	l-	-ang	even	*rˁaŋ {*[r]ˁaŋ}	(a kind of precious stone)
稂	稂			랑	láng	lang	l-	-ang	even	*rˁaŋ {*[r]ˁaŋ}	weed in field of grain
郎	郎	ろう	ろう	랑	láng	lang	l-	-ang	even	*rˁaŋ	double roof
廊	廊	ろう	ろう	랑랑랑	láng	lang	l-	-ang	even	*rˁaŋ {*[r]ˁaŋ}	side-gallery
朗	朗	ろう	ろう	랑	lǎng	langX	l-	-ang	rising	*k.rˁaŋʔ	bright
芒	芒	もう	ぼう	망황황망황	máng	mang	m-	-ang	even	*mˁaŋ	awn, beard of grain
忙	忙	もう	ぼう	망	máng	mang	m-	-ang	even	*mˁaŋ	flurried
囊	囊			낭	náng	nang	n-	-ang	even	*nˁaŋ	sack, bag
曩	曩	のう	どう	낭	nǎng	nangX	n-	-ang	rising	*nˁaŋʔ	in past times
卬	卬			앙앙	áng	ngang	ng-	-ang	even	*ŋˁaŋ	high; lift high
謗	谤	ほう	ほう	방	bàng	pangH	p-	-ang	departing	*pˁaŋ-s	slander
舫	舫	ほう	ほう	방방방	fǎng	pangH	p-	-ang	departing	*pˁaŋ-s	boat
雱	雱			방	páng	phang	ph-	-ang	even	*pʰˁaŋ	heavy snowfall
喪	丧	そう	そう	상상	sāng	sang	s-	-ang	even	*s-mˁaŋ {*[s-m]ˁaŋ}	mourning, burial
桑	桑	そう	そう	상	sāng	sang	s-	-ang	even	*sˁaŋ {*[s]ˁaŋ}	mulberry tree
顙	颡			상	sǎng	sangX	s-	-ang	rising	*sˁaŋʔ {*[s]ˁaŋʔ}	forehead
喪	丧	そう	そう	상상	sàng	sangH	s-	-ang	departing	*s-mˁaŋ-s	lose; destroy
當	当	とう	とう	당당당	dāng	tang	t-	-ang	even	*tˁaŋ	match (v.)
黨	党	とう	とう	당	dǎng	tangX	t-	-ang	rising	*tˁaŋʔ	500 families; relatives
當	当	とう	とう	당당당	dàng	tangH	t-	-ang	departing	*tˁaŋ-s	suitable
湯	汤	とう	とう	탕상탕양상양	tāng	thang	th-	-ang	even	*l̥ˁaŋ	hot liquid
湯	汤	とう	とう	탕상탕양상양	tāng	thang	th-	-ang	even	*l̥ˁaŋ	(proper name:) founder of Shāng dynasty
唐	唐	どう	とう	당당	tāng	thang	th-	-ang	even	*r̥ˁaŋ {*(kə)-r̥ˁaŋ}	name of first Shang ruler
鏜	镗			당	tāng	thang	th-	-ang	even	*tʰˁaŋ	sound of drum
攩	攩			당	tǎng	thangX	th-	-ang	rising	*tʰˁaŋʔ	beat
儻	傥			당당	tǎng	thangX	th-	-ang	rising	*tʰˁaŋʔ	easy-going, careless
臧	臧			장장	zāng	tsang	ts-	-ang	even	*tsˁaŋ {*[ts]ˁaŋ}	good
贓	赃	そう	そう	장	zāng	tsang	ts-	-ang	even	*tsˁaŋ {*[ts]ˁaŋ}	stolen goods
葬	葬	そう	そう	장장	zàng	tsangH	ts-	-ang	departing	*tsˁaŋ-s {*[ts]ˁaŋ-s}	bury
倉	仓	そう	そう	창창	cāng	tshang	tsh-	-ang	even	*[s.r̥]ˁaŋ	tshang-kaeng 'oriole'
倉	仓	そう	そう	창창	cāng	tshang	tsh-	-ang	even	*tsʰˁaŋ {*[tsʰ]ˁaŋ}	granary
凔	凔			창	cāng	tshang	tsh-	-ang	even	*tsʰˁaŋ {*[tsʰ]ˁaŋ}	cold
蒼	苍	そう	そう	창창	cāng	tshang	tsh-	-ang	even	*tsʰˁaŋ {*[tsʰ]ˁaŋ}	deep blue or green
蹋	蹋			답	tà	dap	d-	-ap	entering	*lˁap	tread on; trample
盍	盍	ごう	こう	합갈갈	hé	hap	h-	-ap	entering	*m-kˁap {*m-[k]ˁap}	thatch, cover (v.)
蠟	蜡	ろう	ろう	랍	là	lap	l-	-ap	entering	*k.rˁap	wax
臘	腊	ろう	ろう	랍랍	là	lap	l-	-ap	entering	*rˁap {*[r]ˁap}	winter sacrifice
閼	阏	あち	あつ	알어연연어	è	ʔat	ʔ-	-at	entering	*qˁat	repress; cease
遏	遏			알	è	ʔat	ʔ-	-at	entering	*qˁat	repress; cease
頞	頞			알알	è	ʔat	ʔ-	-at	entering	*ʔˁat	root of the nose
茇	茇			발패불발	bá	bat	b-	-at	entering	*m-pˁat	halt in the open
達	达	だち	たつ	달달	dá	dat	d-	-at	entering	*Cə.lˁat	arrive at
曷	曷			갈할	hé	hat	h-	-at	entering	*ɡˁat {*[ɡ]ˁat}	what
褐	褐	かち	かつ	갈할갈갈	hè	hat	h-	-at	entering	*ɢˁat {*[ɢ]ˁat}	coarse cloth
匃	匃			개	gài	kat	k-	-at	entering	*kˁat {*[k]ˁat}	beg (v.)
割	割	かち	かつ	할갈할	gē	kat	k-	-at	entering	*Cə-kˁat	cut (v.); harm (v.)
渴	渴			갈걸할	kě	khat	kh-	-at	entering	*Nə-kʰˁat	thirsty
剌	剌	らち	らつ	랄라랄	là	lat	l-	-at	entering	*rˁat (~ C.rˁat ?)	wicked; spicy
糲	粝			려랄	lì	lat	l-	-at	entering	*rˁat {*([m]ə-)rˁat}	dehusked but not polished grain.
末	末	まち	ばつ	말	mò	mat	m-	-at	entering	*mˁat	end of a branch
茇	茇			발패불발	bá	pat	p-	-at	entering	*pˁat	halt in the open
撥	拨	はち	はつ	발벌	bō	pat	p-	-at	entering	*pˁat	spread out
摋	𢫬				sà	sat	s-	-at	entering	*sˁat	to slap from the side
獺	獭	たち	たつ	달랄	tǎ	that	th-	-at	entering	*r̥ˁat	otter
𦍒	𦍒				tà	that	th-	-at	entering	*l̥ˁat	lam
媼	媪	おう	おう	온오올온	ǎo	ʔawX	ʔ-	-aw	rising	*ʔˁuʔ	old woman
澳	澳	いく	いく	오욱	ào	ʔawH	ʔ-	-aw	departing	*ʔˁuk-s	bay, cove
奧	奥	おう	おう	오욱오	ào	ʔawH	ʔ-	-aw	departing	*ʔˁuk-s	southwest corner of a house
暴	暴	ぼう	ほう	폭포폭박	bào	bawH	b-	-aw	departing	*bˁawk-s {*[b]ˁawk-s}	violent
抱	抱	ぼう	ほう	포포	bào	bawX	b-	-aw	rising	*m-pˁuʔ	carry in the arms
袍	袍	ぼう	ほう	포포	páo	baw	b-	-aw	even	*m.pˁu {*[m.p]ˁu}	long robe
道	道	どう	とう	도도	dǎo	dawH	d-	-aw	departing	*lˁuʔ-s	show the way
導	导	どう	とう	도도	dǎo	dawH	d-	-aw	departing	*lˁuʔ-s	to lead
盜	盗			도	dào	dawH	d-	-aw	departing	*dˁaw-s {*[d]ˁaw(k)-s}	steal
悼	悼	どう	とう	도	dào	dawH	d-	-aw	departing	*dˁawk-s {*[d]ˁawk-s}	sad; pity
道	道	どう	とう	도도	dào	dawX	d-	-aw	rising	*kə.lˁuʔ {*[kə.l]ˁuʔ}	way
稻	稻	どう	とう	도	dào	dawX	d-	-aw	rising	*lˁuʔ {*[l]ˁuʔ}	rice, paddy
桃	桃	どう	とう	도도	táo	daw	d-	-aw	even	*C.lˁaw	peach
逃	逃	どう	とう	도도	táo	daw	d-	-aw	even	*lˁaw	flee
匋	匋			도요도요교요	táo	daw	d-	-aw	even	*lˁu {*[l]ˁu}	kiln; pottery
曹	曹	ぞう	そう	조조조	cáo	dzaw	dz-	-aw	even	*N-tsˁu	come together; pair
造	造	ぞう	そう	조조	zào	dzawX	dz-	-aw	rising	*Cə.dzˁuʔ	make
